"","country","region","indicator","category","sex","year","violence_rate"
"6839","Slovenia","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2021,6.35530720321901
"6840","Sweden","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2021,73.1531289422077
"6841","Austria","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,47.3293510282235
"6842","Bahamas","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,22.8793952368835
"6843","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,6.47780290636877
"6844","Canada","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,78.3550029607356
"6845","Switzerland","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,18.6362069228054
"6846","Colombia","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,0.771909564520375
"6847","Czechia","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,11.0056992995041
"6848","Germany","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,43.3707417523906
"6849","Spain","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,6.59393203610745
"6850","Guyana","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,10.9026550387832
"6851","Honduras","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,4.20094412831426
"6852","Croatia","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,9.72274457116529
"6853","Hungary","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,3.06833707709052
"6854","Ireland","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,13.8537009708247
"6855","Saint Kitts and Nevis","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,40.5737122918061
"6856","Lithuania","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,2.46846620138364
"6857","Latvia","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,8.76811510217122
"6858","Morocco","Africa","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,0.505224165678053
"6859","Mexico","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,12.4117331086625
"6860","Myanmar","Asia","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,0.315981996448105
"6861","El Salvador","Americas","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,5.03033790767764
"6862","Slovenia","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,8.06276052794956
"6863","Sweden","Europe","Victims of sexual violence","Other Perpetrator known to the victim","Female",2022,65.4533807578909
"6864","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,0.354073461745549
"6865","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,1.57934291663574
"6866","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,2.26968549480608
"6867","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,0.674619615514945
"6868","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,1.21810357128632
"6869","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,5.8117426681033
"6870","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,0.21863626359371
"6871","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,0.0116843214166757
"6872","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,0.932702411968437
"6873","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,2.79849970161942
"6874","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,1.45315465343715
"6875","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2015,3.44337472318032
"6876","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,2.51603389190839
"6877","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,1.86949548678677
"6878","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,3.42386564558313
"6879","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0.654818505358052
"6880","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,1.1590453638765
"6881","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,6.95988639297371
"6882","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,3.27834307281726
"6883","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,5.10191751541987
"6884","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0.195514315069364
"6885","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0.149500486837657
"6886","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0.146925618171173
"6887","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0.110399646721131
"6888","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0.015460435740013
"6889","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0
"6890","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,1.04692217965708
"6891","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,3.54864819154848
"6892","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,4.13755543602618
"6893","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2016,0.418738906281457
"6894","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,2.70489836286605
"6895","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,2.61108877179606
"6896","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,2.95727520142088
"6897","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,2.35905695706015
"6898","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,3.46065521420501
"6899","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0.645037768427336
"6900","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,3.76434170632702
"6901","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,3.0716120086728
"6902","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0.342335545748118
"6903","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0
"6904","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0.0740220393219877
"6905","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0.444991536817209
"6906","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,1.25900979927076
"6907","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0
"6908","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0.814213249306526
"6909","Oman","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0
"6910","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0
"6911","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,15.2524123730513
"6912","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,2.8258592496025
"6913","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,4.39821011970781
"6914","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2017,0.256853205758517
"6915","Albania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0.138772377913266
"6916","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,4.99102650235073
"6917","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,3.11435927248567
"6918","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,1.76589965472376
"6919","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,2.88732421170883
"6920","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,6.01622723337632
"6921","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0.632935974210736
"6922","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,4.0396304373927
"6923","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,3.83555611074262
"6924","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0
"6925","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0
"6926","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0.106974341990125
"6927","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0
"6928","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0
"6929","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0.336445453780806
"6930","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,1.18150788881447
"6931","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0.0495345825878855
"6932","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0.0635997186348448
"6933","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,1.13274894675325
"6934","Oman","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0
"6935","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0
"6936","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,11.3291574749547
"6937","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,2.44479925377204
"6938","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,1.61582059448891
"6939","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2018,0.276949649540483
"6940","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,4.05224604322213
"6941","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,2.4508163415701
"6942","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,2.70906149419386
"6943","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,2.11604583449324
"6944","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,3.96844936497497
"6945","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,4.19860019535178
"6946","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0
"6947","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0.149439601494396
"6948","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0.192365525276509
"6949","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0
"6950","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0.225244672024987
"6951","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0.226116066507519
"6952","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,2.21124574868393
"6953","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0
"6954","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0
"6955","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,12.765080087511
"6956","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,2.47835010976087
"6957","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,0.945115266257873
"6958","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2019,4.51256021750153
"6959","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,3.21708330557363
"6960","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,1.80232018685388
"6961","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,2.315879357983
"6962","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,1.07326053049401
"6963","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0.327711790973853
"6964","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,4.01065574561945
"6965","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,3.85564184008116
"6966","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0
"6967","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0.200636519357662
"6968","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0.235419658012283
"6969","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0
"6970","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0
"6971","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0.342032356260902
"6972","Morocco","Africa","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0.411367691484624
"6973","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,2.62553486748461
"6974","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0
"6975","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0
"6976","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,12.1437324161924
"6977","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,3.45258382742185
"6978","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,0.470368213645006
"6979","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2020,8.81386965857943
"6980","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,3.34767214948563
"6981","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0.512748202176616
"6982","Belize","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0.496942560894099
"6983","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,2.11271778530397
"6984","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,3.24894411953245
"6985","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,1.55308658573617
"6986","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0
"6987","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0.0193183370234577
"6988","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,3.73232331221533
"6989","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,4.45175460364495
"6990","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0
"6991","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0.101171106139113
"6992","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0.19337023696878
"6993","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0
"6994","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0.152935832712669
"6995","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0
"6996","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,3.00697725422172
"6997","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,14.5675047527316
"6998","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,3.15803126826912
"6999","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,0.469407316933493
"7000","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2021,9.61590618820548
"7001","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,3.77169262886295
"7002","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0
"7003","Belize","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.981609545171217
"7004","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,2.46475743726274
"7005","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,4.625773728028
"7006","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,1.70489824176609
"7007","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0
"7008","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0
"7009","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,4.57989636501599
"7010","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,5.12247125173892
"7011","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0
"7012","Honduras","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0
"7013","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.152824191050615
"7014","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.167176991848554
"7015","Ireland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.200844389984372
"7016","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0
"7017","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.30967913757457
"7018","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.815452118690221
"7019","Morocco","Africa","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.774438521463192
"7020","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,3.75271598598886
"7021","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,18.0670839113281
"7022","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,1.59562479680715
"7023","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,0.281527700683502
"7024","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Male",2022,7.8621453688108
"7025","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,3.65409725300402
"7026","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,21.3517181773165
"7027","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,7.86282266251905
"7028","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,4.62525089260423
"7029","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,11.6035205941003
"7030","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,33.5728189615938
"7031","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,2.76447374786617
"7032","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,0.12011538206107
"7033","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,10.6452609991411
"7034","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,20.0347388703788
"7035","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,4.1006079389677
"7036","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2015,0.0260737003124086
"7037","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,17.0116360941014
"7038","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,23.5348950713027
"7039","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,7.64399523942389
"7040","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,4.62917085286541
"7041","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,11.4933571199105
"7042","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,38.1057973708773
"7043","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,17.6354385405601
"7044","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,0
"7045","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,0.596914594378167
"7046","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,1.77289558268454
"7047","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,1.5898847715113
"7048","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,2.90350256070194
"7049","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,0.0922372478834146
"7050","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,7.61193814381576
"7051","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,9.97622963344302
"7052","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,19.7318197697739
"7053","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,5.71015265141421
"7054","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2016,3.27996606431955
"7055","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,19.2083606234421
"7056","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,27.4660408906707
"7057","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,18.797260207009
"7058","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,24.8703188576925
"7059","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,18.6543962193757
"7060","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,4.78814892287076
"7061","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,29.1090620959413
"7062","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,20.1688001304356
"7063","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,1.7985734575522
"7064","Kyrgyzstan","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,1.44344764583312
"7065","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,61.1870283499898
"7066","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,1.60926835579765
"7067","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,1.70459549475411
"7068","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,7.98722541441047
"7069","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,4.5587865152379
"7070","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,12.6828285691904
"7071","Oman","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,0
"7072","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,0
"7073","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,109.613654590041
"7074","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,18.489550890604
"7075","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,9.21604694293272
"7076","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2017,2.38626799649199
"7077","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,25.3076650841029
"7078","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,20.5495327370783
"7079","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,13.3178968114115
"7080","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,27.5737798401289
"7081","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,18.8234417079012
"7082","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,4.49773183232023
"7083","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,34.7532178689394
"7084","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,24.4959657341609
"7085","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,2.50329182875481
"7086","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,0.513934156624705
"7087","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,0.862349431829318
"7088","Kyrgyzstan","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,1.83056019244869
"7089","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,12.2224485638623
"7090","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,0.716667470202921
"7091","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,0.670526344022162
"7092","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,12.5709200590228
"7093","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,0.113542931566464
"7094","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,8.29323887418026
"7095","New Zealand","Oceania","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,10.3872023150019
"7096","Oman","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,0
"7097","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,0
"7098","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,127.738070878034
"7099","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,18.2924139207422
"7100","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,7.87604808374801
"7101","Venezuela (Bolivarian Republic of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2018,2.54967573849727
"7102","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,20.8555334317969
"7103","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,51.8519365307727
"7104","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,26.8676498930723
"7105","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,7.84291406595405
"7106","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,32.1427674428995
"7107","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,26.4145387085983
"7108","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,8.6221337563927
"7109","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,1.60207176150617
